Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc
405/647	23750.4	28350.3	23750.4	28350.3	4802.04492	34453.16797	341.94928	56.53949	1.26159	8108.42676	34220.32813	112	1	-1	8	0	0	916.45427	15.79186	23750.4	28350.3	23750.4	28350.3
405/647	26539.9	29267.0	26539.9	29267.0	4801.07275	118927.46875	351.20071	0.26154	1.14866	6297.47119	124323.67188	112	3	-1	9	0	0	3163.47067	7.56544	26539.9	29267.0	26539.9	29267.0
405/647	36047.6	29483.3	36047.6	29483.3	2801.45435	18625.10938	329.16818	-31.77434	1.12016	5557.64844	26787.78125	112	1	-1	-2	0	0	495.42791	22.18761	36047.6	29483.3	36047.6	29483.3
405/647	25469.4	30003.6	25469.4	30003.6	6791.23926	40536.21484	311.89420	13.05750	1.06478	6353.28564	43317.85938	112	1	-1	-2	0	0	1078.26331	10.43179	25469.4	30003.6	25469.4	30003.6
405/647	33231.0	30123.9	33231.0	30123.9	4389.92334	35262.38281	361.81586	-30.97292	1.27035	4904.06982	36516.25781	112	1	-1	10	0	0	937.97938	13.88797	33231.0	30123.9	33231.0	30123.9
405/647	12985.4	34560.7	12985.4	34560.7	2082.00244	5140.52783	200.59656	-77.17545	1.19089	4554.96924	7847.76563	112	1	-1	-2	0	0	136.73804	27.05825	12985.4	34560.7	12985.4	34560.7
405/647	30594.0	6934.1	30594.0	6934.1	2611.02344	7487.19043	216.17938	6.70938	1.09535	4610.68066	14155.98438	113	1	-1	-5	0	0	199.15927	21.98181	30594.0	6934.1	30594.0	6934.1
405/647	15738.0	9540.1	15738.0	9540.1	12224.08398	93546.15625	353.15472	-72.68202	1.01871	5294.75928	92514.01563	113	1	-1	5	0	0	2488.32776	5.92191	15738.0	9540.1	15738.0	9540.1
405/647	19411.6	9505.8	19411.6	9505.8	4317.23535	29209.32617	332.06122	68.22504	1.01936	5332.79785	31756.04688	113	1	-1	-4	0	0	776.96808	14.60469	19411.6	9505.8	19411.6	9505.8
405/647	11492.4	14726.8	11492.4	14726.8	2093.00635	5816.91553	212.82434	-79.49319	1.14225	4915.54590	10934.35156	113	1	-1	-4	0	0	154.72995	27.81312	11492.4	14726.8	11492.4	14726.8
405/647	9139.4	16484.2	9139.4	16484.2	19277.95508	148176.56250	297.45871	-4.57049	1.01716	5807.25293	151786.34375	113	2	-1	-3	0	0	3941.49656	3.96158	9139.4	16484.2	9139.4	16484.2
405/647	28041.2	19136.1	28041.2	19136.1	2514.97900	6748.03223	209.11328	-58.70622	1.27388	14601.81250	8078.68750	113	1	-1	-2	0	0	179.49766	38.54040	28041.2	19136.1	28041.2	19136.1
405/647	29716.8	20962.1	29716.8	20962.1	7620.50293	36706.08203	280.18018	-7.33336	1.12183	14945.37793	38375.56250	113	1	-1	-3	0	0	976.38178	13.40747	29716.8	20962.1	29716.8	20962.1
405/647	23982.8	23047.1	23982.8	23047.1	16294.79199	591081.56250	264.24341	-31.04558	1.11387	9457.03027	611516.12500	113	9	-1	7	0	0	15722.76956	1.99553	23982.8	23047.1	23982.8	23047.1
405/647	8516.9	24727.0	8516.9	24727.0	3685.21753	15058.44434	258.05884	-84.38351	1.13225	5042.25342	20483.66406	113	1	-1	-2	0	0	400.55462	16.55508	8516.9	24727.0	8516.9	24727.0
405/647	24454.1	29647.0	24454.1	29647.0	10676.80566	52317.36719	282.59372	-86.30711	1.01005	8185.28613	54525.84375	113	1	-1	-4	0	0	1391.64197	7.73405	24454.1	29647.0	24454.1	29647.0
405/647	9230.8	802.0	9230.8	802.0	4738.58789	15447.35254	230.49568	85.11606	1.19495	4576.69189	20035.70313	114	1	-1	-3	0	0	410.89958	12.73709	9230.8	802.0	9230.8	802.0
405/647	25662.2	4178.7	25662.2	4178.7	7529.84717	28098.22656	246.60768	45.46756	1.11789	5129.31641	30828.09375	114	1	-1	5	0	0	747.41283	8.86294	25662.2	4178.7	25662.2	4178.7
405/647	14829.1	7493.3	14829.1	7493.3	4520.70947	25995.99219	306.13300	-54.57597	1.02312	4524.59082	34468.22656	114	1	-1	10	0	0	691.49339	13.13149	14829.1	7493.3	14829.1	7493.3
405/647	5511.5	7775.1	5511.5	7775.1	2912.33032	8254.76367	214.92761	-9.69248	1.25613	11067.50000	9416.50000	114	1	-1	10	0	0	219.57671	29.33851	5511.5	7775.1	5511.5	7775.1
405/647	19447.9	10161.6	19447.9	10161.6	3041.42334	44759.07813	373.78064	-5.16996	1.08870	4768.85352	59271.33594	114	2	-1	-3	0	0	1190.59148	15.65921	19447.9	10161.6	19447.9	10161.6
405/647	12240.2	11206.4	12240.2	11206.4	34037.51953	200839.70313	310.10306	5.44567	1.09739	9322.16113	200066.96875	114	1	-1	5	0	0	5342.33610	3.13415	12240.2	11206.4	12240.2	11206.4
405/647	11559.3	12110.3	11559.3	12110.3	9777.80664	171538.29688	382.10278	0.00000	1.14844	5804.40625	164463.68750	114	2	-1	10	0	0	4562.91870	5.27645	11559.3	12110.3	11559.3	12110.3
405/647	13086.4	12470.6	13086.4	12470.6	3108.72607	17240.91211	300.64163	-70.88898	1.10420	8370.79395	20235.15625	114	1	-1	-2	0	0	458.60826	24.16448	13086.4	12470.6	13086.4	12470.6
405/647	10415.1	15031.2	10415.1	15031.2	4388.04150	29860.81641	333.02414	84.33783	1.14754	4202.03320	43183.17188	114	1	-1	-6	0	0	794.29772	13.08152	10415.1	15031.2	10415.1	15031.2
405/647	37762.8	18803.2	37762.8	18803.2	3403.37036	29631.28516	376.68719	-26.50784	1.29720	4423.02246	31747.43750	114	1	-1	9	0	0	788.19219	16.77399	37762.8	18803.2	37762.8	18803.2
405/647	15000.4	24451.3	15000.4	24451.3	3149.03687	18599.25586	310.25525	-28.64523	1.00030	4784.36377	21831.90625	114	1	-1	-3	0	0	494.74021	18.65932	15000.4	24451.3	15000.4	24451.3
405/647	9872.1	26923.5	9872.1	26923.5	3236.77417	43348.33594	313.64703	31.74400	1.14259	4523.32715	58382.65625	114	2	-1	-3	0	0	1153.06574	11.42426	9872.1	26923.5	9872.1	26923.5
405/647	25124.0	27673.2	25124.0	27673.2	15894.84766	107903.19531	332.62064	-84.95822	1.17003	9329.33789	106366.54688	114	1	-1	5	0	0	2870.22500	5.74237	25124.0	27673.2	25124.0	27673.2
405/647	20678.3	31422.9	20678.3	31422.9	2113.64429	5688.57080	209.43336	81.07872	1.18454	4751.42969	12645.25781	114	1	-1	-3	0	0	151.31598	27.15411	20678.3	31422.9	20678.3	31422.9
405/647	32668.7	31990.4	32668.7	31990.4	2016.03088	5551.94971	211.85289	0.00000	1.22816	4518.51514	12094.12500	114	1	-1	10	0	0	147.68186	27.76115	32668.7	31990.4	32668.7	31990.4
405/647	3818.2	33440.1	3818.2	33440.1	2254.55835	5627.46484	201.69070	90.00000	1.22793	4507.46875	8221.28125	114	1	-1	10	0	0	149.69056	24.99588	3818.2	33440.1	3818.2	33440.1
405/647	11179.3	33778.2	11179.3	33778.2	24599.57422	198846.53125	322.70181	-23.94166	1.12343	4787.85059	204476.46875	114	2	-1	5	0	0	5289.31773	3.37277	11179.3	33778.2	11179.3	33778.2
405/647	12991.2	34433.6	12991.2	34433.6	2058.08276	5067.04199	200.31158	-52.55166	1.16004	4550.96973	11746.75781	114	1	-1	10	0	0	134.78332	27.34383	12991.2	34433.6	12991.2	34433.6
405/647	26361.7	39147.6	26361.7	39147.6	2469.71704	27038.60938	239.23959	21.32520	1.11085	4486.22998	39008.72656	114	3	-1	-7	0	0	719.22701	12.71974	26361.7	39147.6	26361.7	39147.6
405/647	15051.8	5406.3	15051.8	5406.3	2290.19043	7099.40918	224.76854	-81.31398	1.16332	4536.44043	17424.99219	115	1	-1	-7	0	0	188.84428	24.64567	15051.8	5406.3	15051.8	5406.3
405/647	29542.7	6475.5	29542.7	6475.5	2278.24976	12074.79004	293.89984	61.40752	1.28226	4655.67480	17240.13281	115	1	-1	6	0	0	321.18942	24.95443	29542.7	6475.5	29542.7	6475.5
405/647	19481.3	7905.5	19481.3	7905.5	3588.61694	96178.14063	356.54260	-26.95950	1.10242	4920.40332	104627.76563	115	3	-1	-5	0	0	2558.33854	8.52435	19481.3	7905.5	19481.3	7905.5
405/647	7162.7	8225.0	7162.7	8225.0	2062.51660	10613.08887	289.58923	-21.29137	1.19047	9512.10352	12432.40625	115	1	-1	-3	0	0	282.30816	38.07936	7162.7	8225.0	7162.7	8225.0
405/647	15514.8	9687.9	15514.8	9687.9	3145.84473	11134.82520	240.17802	90.00000	1.28842	4655.84131	21480.96875	115	1	-1	10	0	0	296.18635	18.54085	15514.8	9687.9	15514.8	9687.9
405/647	31460.2	10469.5	31460.2	10469.5	2064.06348	5669.44141	211.57719	28.63608	1.10148	4523.32617	13210.84375	115	1	-1	-3	0	0	150.80714	27.16640	31460.2	10469.5	31460.2	10469.5
405/647	23755.7	10941.8	23755.7	10941.8	4757.39795	25843.68359	297.54501	-10.42639	1.17721	5340.17529	28277.62500	115	1	-1	-4	0	0	687.44198	13.40425	23755.7	10941.8	23755.7	10941.8
405/647	28537.0	11896.7	28537.0	11896.7	2109.29077	6494.90820	224.01573	-66.55632	1.10510	4788.89746	11098.56250	115	1	-1	-2	0	0	172.76456	27.26879	28537.0	11896.7	28537.0	11896.7
405/647	38903.9	15565.4	38903.9	15565.4	2227.04688	8129.50342	243.90884	-37.30111	1.26668	4628.91162	13203.21094	115	1	-1	-3	0	0	216.24479	25.48957	38903.9	15565.4	38903.9	15565.4
405/647	39097.0	18305.0	39097.0	18305.0	4066.46167	24296.09375	312.04706	-54.44041	1.04183	4997.73291	26794.67969	115	1	-1	-4	0	0	646.27609	15.02998	39097.0	18305.0	39097.0	18305.0
405/647	28384.6	19262.6	28384.6	19262.6	2290.94678	10705.79785	275.97025	-45.64133	1.05278	14831.54492	11767.37500	115	1	-1	-2	0	0	284.77422	42.46750	28384.6	19262.6	28384.6	19262.6
405/647	28815.7	20088.7	28815.7	20088.7	9633.37695	67925.00000	338.98914	25.77633	1.04937	15991.01855	66986.53125	115	1	-1	5	0	0	1806.80500	11.06877	28815.7	20088.7	28815.7	20088.7
405/647	20707.6	25734.5	20707.6	25734.5	6069.61963	58520.40234	396.39954	32.43364	1.09588	12814.04297	56884.93750	115	1	-1	-7	0	0	1556.64270	15.47378	20707.6	25734.5	20707.6	25734.5
405/647	22979.6	25734.5	22979.6	25734.5	2364.09106	13294.32031	302.73401	-55.94902	1.00475	24621.93945	15231.50000	115	1	-1	-3	0	0	353.62892	52.59748	22979.6	25734.5	22979.6	25734.5
405/647	28175.3	26661.7	28175.3	26661.7	4518.07080	66564.10156	343.29642	54.23365	1.16165	5680.31689	69418.21875	115	3	-1	5	0	0	1770.60510	11.87041	28175.3	26661.7	28175.3	26661.7
405/647	36101.3	28541.2	36101.3	28541.2	6871.99561	26680.00586	251.54271	-50.94846	1.20869	4648.51514	37632.12500	115	1	-1	-3	0	0	709.68816	9.24805	36101.3	28541.2	36101.3	28541.2
405/647	36644.4	30503.0	36644.4	30503.0	12770.36230	153240.09375	343.69934	-24.57357	1.02575	4835.52148	152393.93750	115	2	-1	5	0	0	4076.18649	4.58346	36644.4	30503.0	36644.4	30503.0
405/647	2218.8	33595.4	2218.8	33595.4	2519.34912	7792.60645	224.52124	-57.92379	1.15348	4492.28906	9295.77344	115	1	-1	-7	0	0	207.28333	22.45364	2218.8	33595.4	2218.8	33595.4
405/647	15518.2	39601.7	15518.2	39601.7	2703.90259	11282.83789	260.77975	-22.21501	1.16683	4479.20947	13880.76563	115	1	-1	-3	0	0	300.12349	20.94365	15518.2	39601.7	15518.2	39601.7
405/647	9214.0	810.5	9214.0	810.5	4330.97900	62021.46875	268.86627	88.14880	1.14275	4530.40967	70289.28906	116	3	-1	-2	0	0	1649.77107	7.40156	9214.0	810.5	9214.0	810.5
405/647	3995.5	3562.7	3995.5	3562.7	2308.00684	12958.78906	302.49896	0.47310	1.28266	4506.71045	15723.24219	116	1	-1	10	0	0	344.70379	24.29467	3995.5	3562.7	3995.5	3562.7
405/647	5445.7	5735.4	5445.7	5735.4	4393.99854	60098.16016	341.14459	55.88137	1.20525	9323.05273	60761.35938	116	2	-1	10	0	0	1598.61106	13.43944	5445.7	5735.4	5445.7	5735.4
405/647	14847.3	7417.0	14847.3	7417.0	5238.96875	25107.16406	279.47061	-19.60093	1.27669	4446.86572	30492.35938	116	1	-1	9	0	0	667.85056	11.47032	14847.3	7417.0	14847.3	7417.0
405/647	6860.9	8629.8	6860.9	8629.8	12665.11035	251686.62500	321.87640	82.67358	1.09781	9637.42969	250867.51563	116	2	-1	-4	0	0	6694.86422	3.42223	6860.9	8629.8	6860.9	8629.8
405/647	19443.5	9555.5	19443.5	9555.5	4014.41528	25119.78516	319.34274	90.00000	1.17810	4996.53174	31051.70313	116	1	-1	10	0	0	668.18629	15.20070	19443.5	9555.5	19443.5	9555.5
405/647	12093.4	10174.0	12093.4	10174.0	7264.72412	60296.32422	367.78674	2.46934	1.08973	5718.29932	57448.51563	116	1	-1	5	0	0	1603.88222	9.41874	12093.4	10174.0	12093.4	10174.0
405/647	19718.4	10516.0	19718.4	10516.0	11054.57910	71939.56250	325.66644	-18.38129	1.00376	5425.84131	74996.96875	116	1	-1	-4	0	0	1913.59236	6.49143	19718.4	10516.0	19718.4	10516.0
405/647	21378.8	13105.5	21378.8	13105.5	11511.49609	83766.85156	344.37405	-14.96239	1.23119	4897.55762	88033.06250	116	1	-1	8	0	0	2228.19825	6.07273	21378.8	13105.5	21378.8	13105.5
405/647	1534.4	15187.0	1534.4	15187.0	2427.80640	12287.00977	287.19464	81.89439	1.25779	4547.72949	24174.76563	116	1	-1	-2	0	0	326.83446	23.27497	1534.4	15187.0	1534.4	15187.0
405/647	10049.2	17670.9	10049.2	17670.9	5449.41943	25873.82422	278.17328	-11.09257	1.27593	5046.57178	37948.70313	116	1	-1	-4	0	0	688.24372	11.62722	10049.2	17670.9	10049.2	17670.9
405/647	1701.9	18500.4	1701.9	18500.4	3530.31177	22477.48828	322.12735	-24.29494	1.13997	4464.78320	25007.42188	116	1	-1	9	0	0	597.90119	16.31438	1701.9	18500.4	1701.9	18500.4
405/647	1266.7	19833.1	1266.7	19833.1	2204.14551	8678.98047	253.32291	80.52930	1.10153	4611.79736	12227.06250	116	1	-1	-3	0	0	230.86088	25.68232	1266.7	19833.1	1266.7	19833.1
405/647	9823.5	19877.2	9823.5	19877.2	2011.89050	10110.12109	286.17801	37.09390	1.01799	4509.46631	13720.34375	116	1	-1	-3	0	0	268.92922	27.67237	9823.5	19877.2	9823.5	19877.2
405/647	21025.5	20182.4	21025.5	20182.4	2388.89404	17851.95313	348.98331	0.00000	1.20746	5496.21436	20190.64063	116	1	-1	8	0	0	474.86195	25.64994	21025.5	20182.4	21025.5	20182.4
405/647	35588.1	23549.9	35588.1	23549.9	2526.31372	20981.37891	367.90323	26.63812	1.00700	4443.98682	28712.32813	116	1	-1	-2	0	0	558.10468	22.14754	35588.1	23549.9	35588.1	23549.9
405/647	37510.9	26939.8	37510.9	26939.8	5094.40283	35828.39844	338.55347	20.32925	1.12531	4593.09668	38559.58594	116	1	-1	5	0	0	953.03540	11.85732	37510.9	26939.8	37510.9	26939.8
405/647	12022.3	27231.6	12022.3	27231.6	2182.76929	7497.28174	236.59645	89.35217	1.17825	4587.95459	11295.13281	116	1	-1	10	0	0	199.42769	25.88608	12022.3	27231.6	12022.3	27231.6
405/647	1958.4	35701.6	1958.4	35701.6	2775.27271	8406.53027	222.18553	-6.89796	1.11028	4457.42334	7143.41406	116	1	-1	-4	0	0	223.61371	20.46577	1958.4	35701.6	1958.4	35701.6
405/647	30854.2	38154.0	30854.2	38154.0	3612.86426	25951.24805	251.93369	-26.24748	1.03664	4422.62305	30983.85938	116	2	-1	-3	0	0	690.30320	12.16419	30854.2	38154.0	30854.2	38154.0
405/647	25669.8	4176.8	25669.8	4176.8	7771.83154	120342.40625	266.71707	-2.80758	1.07539	4808.51758	139648.25000	117	4	-1	-7	0	0	3201.10801	4.65893	25669.8	4176.8	25669.8	4176.8
405/647	15017.9	5407.0	15017.9	5407.0	2220.59204	8509.63574	249.90868	-49.24176	1.04037	4718.12500	13486.87500	117	1	-1	-2	0	0	226.35631	25.76573	15017.9	5407.0	15017.9	5407.0
405/647	26746.8	5704.7	26746.8	5704.7	2017.13757	13339.82324	328.29745	-14.45258	1.11868	4608.32324	16315.92188	117	1	-1	-2	0	0	354.83930	27.83821	26746.8	5704.7	26746.8	5704.7
405/647	11975.3	7677.1	11975.3	7677.1	15330.99121	122743.43750	361.22205	33.46069	1.08147	4621.25781	121150.55469	117	1	-1	5	0	0	3264.97544	4.76184	11975.3	7677.1	11975.3	7677.1
405/647	11363.6	8823.0	11363.6	8823.0	34066.63672	195378.09375	305.72681	1.25623	1.15073	5856.52832	195820.79688	117	1	-1	5	0	0	5197.05729	2.82747	11363.6	8823.0	11363.6	8823.0
405/647	22016.4	9631.5	22016.4	9631.5	6550.70850	53763.62109	365.72980	13.02587	1.03520	4825.81787	53258.55469	117	1	-1	-3	0	0	1430.11232	9.67919	22016.4	9631.5	22016.4	9631.5
405/647	10671.1	16866.9	10671.1	16866.9	6029.49219	31706.46875	292.74789	63.66711	1.25345	4830.89111	39003.71875	117	1	-1	-4	0	0	843.39207	10.45190	10671.1	16866.9	10671.1	16866.9
405/647	39042.1	18249.0	39042.1	18249.0	5365.47412	35705.12891	329.32254	89.99982	1.09679	4476.66357	42745.41406	117	1	-1	10	0	0	949.75643	11.22249	39042.1	18249.0	39042.1	18249.0
405/647	25556.2	19744.6	25556.2	19744.6	2334.82666	14967.64258	323.22849	-8.26979	1.01468	7810.56396	16472.90625	117	1	-1	-5	0	0	398.13929	30.78395	25556.2	19744.6	25556.2	19744.6
405/647	27576.3	19972.6	27576.3	19972.6	7050.92334	617088.50000	317.93433	-49.34180	1.13318	15241.76074	610823.93750	117	5	-1	-6	0	0	16414.55410	2.52592	27576.3	19972.6	27576.3	19972.6
405/647	23357.3	20244.3	23357.3	20244.3	2103.71753	19679.60742	390.45834	36.87567	1.28246	5806.07031	19030.25000	117	1	-1	5	0	0	523.47756	29.65865	23357.3	20244.3	23357.3	20244.3
405/647	17298.5	24002.6	17298.5	24002.6	2184.68091	5575.49756	203.94266	-18.65942	1.18382	5692.73193	7943.70313	117	1	-1	9	0	0	148.30824	28.53629	17298.5	24002.6	17298.5	24002.6
405/647	22804.2	25455.8	22804.2	25455.8	2673.10571	20947.09375	357.36667	-39.31754	1.27708	24030.21484	22313.62500	117	1	-1	-2	0	0	557.19269	46.03159	22804.2	25455.8	22804.2	25455.8
405/647	13137.7	30183.9	13137.7	30183.9	2543.50195	8323.53125	230.93938	-49.14905	1.21517	4619.43262	15518.18750	117	1	-1	-2	0	0	221.40593	22.51159	13137.7	30183.9	13137.7	30183.9
405/647	1198.8	32245.7	1198.8	32245.7	8856.74707	162517.34375	272.88852	83.14066	1.04646	4591.40527	178272.46875	117	4	-1	-4	0	0	4322.96134	3.69911	1198.8	32245.7	1198.8	32245.7
405/647	5834.6	8280.1	5834.6	8280.1	2050.21436	7588.17236	245.60046	24.11713	1.24846	8919.11230	12573.18750	118	1	-1	-3	0	0	201.84538	37.19734	5834.6	8280.1	5834.6	8280.1
405/647	21722.1	10146.9	21722.1	10146.9	20662.46289	120668.79688	308.50818	-0.35228	1.04955	6200.27686	120075.07813	118	1	-1	5	0	0	3209.79000	4.11873	21722.1	10146.9	21722.1	10146.9
405/647	11192.9	10466.7	11192.9	10466.7	2023.88196	7601.40332	247.40845	-33.50580	1.27191	5068.16016	16006.00000	118	1	-1	-3	0	0	202.19733	29.04019	11192.9	10466.7	11192.9	10466.7
405/647	22189.8	12651.7	22189.8	12651.7	11059.63477	96197.80469	325.86298	-12.98846	1.23937	5423.20508	97800.76563	118	2	-1	5	0	0	2558.86160	6.45399	22189.8	12651.7	22189.8	12651.7
405/647	15374.1	17055.6	15374.1	17055.6	4241.62549	10494.57520	200.80591	44.17654	1.12079	5039.30811	19523.29688	118	1	-1	-4	0	0	279.15570	14.66769	15374.1	17055.6	15374.1	17055.6
405/647	16985.3	18140.0	16985.3	18140.0	2039.89343	8272.92969	257.09058	42.83638	1.09264	4785.97510	19910.62500	118	1	-1	-2	0	0	220.05993	28.08111	16985.3	18140.0	16985.3	18140.0
405/647	1706.7	18522.2	1706.7	18522.2	8282.39941	32690.59180	253.62585	-66.56918	1.11392	4736.34424	38799.39063	118	1	-1	-3	0	0	869.56974	7.94951	1706.7	18522.2	1706.7	18522.2
405/647	30056.3	18517.1	30056.3	18517.1	6670.79443	41806.98047	319.59198	-49.75583	1.11529	9357.63867	45111.03125	118	1	-1	9	0	0	1112.06568	12.39161	30056.3	18517.1	30056.3	18517.1
405/647	8399.3	19690.7	8399.3	19690.7	6068.62646	48177.87109	359.69867	52.29398	1.17236	4782.64258	49779.93750	118	1	-1	9	0	0	1281.53137	10.31343	8399.3	19690.7	8399.3	19690.7
405/647	28828.1	20418.6	28828.1	20418.6	2002.38330	14705.92383	345.96548	-60.35014	1.12841	15357.27637	16358.09375	118	1	-1	-2	0	0	391.17757	49.25037	28828.1	20418.6	28828.1	20418.6
405/647	29186.8	21087.7	29186.8	21087.7	2472.24878	9289.02832	247.45676	-54.95017	1.00784	14671.31152	8282.21875	118	1	-1	-3	0	0	247.08815	39.23485	29186.8	21087.7	29186.8	21087.7
405/647	14979.3	24480.3	14979.3	24480.3	2999.83276	24307.54297	363.39777	-25.76921	1.24209	4716.35791	27357.05469	118	1	-1	-6	0	0	646.58064	19.36620	14979.3	24480.3	14979.3	24480.3
405/647	8485.7	24651.7	8485.7	24651.7	3957.78882	17330.08789	267.13715	-86.10586	1.24274	4765.85059	25140.73438	118	1	-1	-2	0	0	460.98034	15.14921	8485.7	24651.7	8485.7	24651.7
405/647	19512.8	28293.2	19512.8	28293.2	2669.14087	12264.09961	273.64801	47.87068	1.00611	5478.86572	24698.35938	118	1	-1	-2	0	0	326.22505	23.11908	19512.8	28293.2	19512.8	28293.2
405/647	26474.4	29267.0	26474.4	29267.0	3236.54932	22403.01563	335.87088	6.69697	1.18908	5931.02588	26052.35938	118	1	-1	-4	0	0	595.92022	19.93374	26474.4	29267.0	26474.4	29267.0
405/647	26018.2	30582.7	26018.2	30582.7	17150.25586	105950.11719	317.30408	5.53438	1.16174	5875.07422	105568.14063	118	1	-1	5	0	0	2818.27312	4.68083	26018.2	30582.7	26018.2	30582.7
405/647	390.7	3116.0	390.7	3116.0	2051.47046	22251.07813	273.33972	11.37572	1.12762	4445.73633	22580.18750	119	2	-1	5	0	0	591.87868	16.31290	390.7	3116.0	390.7	3116.0
405/647	14810.8	7445.7	14810.8	7445.7	7866.08740	37059.23828	277.09528	-46.56851	1.08052	4690.48877	41950.78125	119	1	-1	6	0	0	985.77574	8.24749	14810.8	7445.7	14810.8	7445.7
405/647	19445.0	7918.2	19445.0	7918.2	2640.04224	24315.25195	387.43085	23.25482	1.07154	4382.02637	31269.34375	119	1	-1	-4	0	0	646.78570	21.11920	19445.0	7918.2	19445.0	7918.2
405/647	26023.0	8580.8	26023.0	8580.8	2057.44556	17148.23828	368.55795	90.00000	1.14175	4462.26416	21721.39844	119	1	-1	9	0	0	456.14314	26.90989	26023.0	8580.8	26023.0	8580.8
405/647	19422.1	9541.0	19422.1	9541.0	7957.29932	53304.78906	330.41556	-2.48533	1.24510	5366.96387	54557.90625	119	1	-1	5	0	0	1417.90739	8.52164	19422.1	9541.0	19422.1	9541.0
405/647	17073.0	12040.8	17073.0	12040.8	2548.25537	18284.98047	341.96841	86.52779	1.16515	4603.40820	24409.79688	119	1	-1	-2	0	0	486.38048	22.32200	17073.0	12040.8	17073.0	12040.8
405/647	29518.1	21667.9	29518.1	21667.9	2627.81079	9949.04004	248.40125	39.22090	1.25532	12079.56055	12484.00000	119	1	-1	-2	0	0	264.64447	33.71535	29518.1	21667.9	29518.1	21667.9
405/647	22205.5	24883.6	22205.5	24883.6	4846.59082	15059.95801	225.03700	-75.07590	1.17337	21597.41211	17745.68750	119	1	-1	-5	0	0	400.59488	24.48535	22205.5	24883.6	22205.5	24883.6
405/647	20632.3	25772.5	20632.3	25772.5	6007.88037	221147.14063	330.64993	82.00425	1.02213	12910.24219	218810.93750	119	2	-1	-5	0	0	5882.51394	4.42121	20632.3	25772.5	20632.3	25772.5
405/647	9934.0	26907.3	9934.0	26907.3	3200.72925	10662.56152	233.00569	-72.93377	1.03411	5153.59766	14151.06250	119	1	-1	-2	0	0	283.62414	19.05752	9934.0	26907.3	9934.0	26907.3
405/647	5405.5	5771.2	5405.5	5771.2	4759.33740	29770.08008	319.28391	46.86808	1.04850	9724.20508	31996.87500	120	1	-1	-2	0	0	791.88413	17.24998	5405.5	5771.2	5405.5	5771.2
405/647	4160.9	8432.8	4160.9	8432.8	17606.87500	114310.34375	325.28336	-0.03470	1.20048	7810.39355	113625.15625	120	1	-1	5	0	0	3040.65514	4.98172	4160.9	8432.8	4160.9	8432.8
405/647	19476.5	10133.1	19476.5	10133.1	3312.02832	15460.43848	275.81891	40.86887	1.03683	5016.12305	23020.92188	120	1	-1	-2	0	0	411.24766	18.19994	19476.5	10133.1	19476.5	10133.1
405/647	23755.4	10920.9	23755.4	10920.9	4025.80957	60413.46875	276.39648	-25.04034	1.18479	5178.66553	73144.08594	120	3	-1	-3	0	0	1606.99827	8.39307	23755.4	10920.9	23755.4	10920.9
405/647	8378.5	11819.5	8378.5	11819.5	2170.90869	7474.46533	236.88062	-46.38284	1.11330	4502.31641	17741.09375	120	1	-1	-3	0	0	198.82078	25.80392	8378.5	11819.5	8378.5	11819.5
405/647	8201.4	17308.7	8201.4	17308.7	7526.98340	66192.95313	378.57822	14.50992	1.04888	5192.74805	65570.29688	120	1	-1	-3	0	0	1760.73255	8.81158	8201.4	17308.7	8201.4	17308.7
405/647	10078.4	17646.9	10078.4	17646.9	5121.17578	63773.71875	308.22598	11.98409	1.14227	5325.03906	67382.06250	120	2	-1	-4	0	0	1696.38092	8.34901	10078.4	17646.9	10078.4	17646.9
405/647	8271.7	19336.3	8271.7	19336.3	6657.54541	54355.68359	364.77548	-59.89476	1.06648	4670.63672	53368.07813	120	1	-1	5	0	0	1445.86118	9.43197	8271.7	19336.3	8271.7	19336.3
405/647	19714.8	21883.1	19714.8	21883.1	2057.13989	5770.58984	213.81512	-17.63724	1.11364	5839.73730	9301.56250	120	1	-1	-5	0	0	153.49769	30.54076	19714.8	21883.1	19714.8	21883.1
405/647	34839.7	26215.3	34839.7	26215.3	12794.25098	67391.99219	292.99280	1.29300	1.12589	5444.21826	68044.54688	120	1	-1	5	0	0	1792.62699	5.78901	34839.7	26215.3	34839.7	26215.3
405/647	28135.6	26652.3	28135.6	26652.3	3278.22485	38924.62109	321.00153	-27.38265	1.10638	5839.92188	45341.92188	120	2	-1	-5	0	0	1035.39492	14.67992	28135.6	26652.3	28135.6	26652.3
405/647	25844.8	28300.7	25844.8	28300.7	27440.80273	375512.37500	309.95898	2.58791	1.16166	7395.50098	371452.93750	120	2	-1	5	0	0	9988.62918	2.20197	25844.8	28300.7	25844.8	28300.7
405/647	26616.3	28724.3	26616.3	28724.3	3936.80176	16914.87305	264.62009	3.88661	1.20826	6919.05225	19092.68750	120	1	-1	10	0	0	449.93562	17.79940	26616.3	28724.3	26616.3	28724.3
405/647	36930.8	30219.2	36930.8	30219.2	11974.99609	86241.89063	342.59552	-15.95561	1.05152	4206.89697	89464.57813	120	1	-1	5	0	0	2294.03429	5.62776	36930.8	30219.2	36930.8	30219.2
